treatment_group,customer_id,transaction
treatment 1,1251713,0
treatment 1,1254274,0
treatment 1,1254731,0
treatment 1,1255003,1
treatment 1,1255479,0
treatment 1,1256931,0
treatment 1,1257420,0
treatment 1,1258624,0
treatment 1,1258764,0
treatment 1,1259144,0
treatment 1,1259799,0
treatment 1,1260647,0
treatment 1,1260967,0
treatment 1,1261208,0
treatment 1,1261850,0
treatment 1,1262325,1
treatment 1,1262420,0
treatment 1,1263317,0
treatment 1,1264552,1
treatment 1,1265331,0
treatment 1,1265798,0
treatment 1,1266200,0
treatment 1,1266370,0
treatment 1,1267172,0
treatment 1,1267546,0
treatment 1,1267629,1
treatment 1,1267800,0
treatment 1,1268120,0
treatment 1,1268438,0
treatment 1,1269012,0
treatment 1,1269493,0
treatment 1,1270627,0
treatment 1,1272110,0
treatment 1,1272707,0
treatment 1,1272792,0
treatment 1,1273110,0
treatment 1,1273575,0
treatment 1,1273852,0
treatment 1,1276316,0
treatment 1,1276765,0
treatment 1,1277114,0
treatment 1,1278853,0
treatment 1,1279277,0
treatment 1,1279522,0
treatment 1,1280797,0
treatment 1,1281626,0
treatment 1,1281752,0
treatment 1,1286666,0
treatment 1,1287941,0
treatment 1,1289974,0
treatment 1,1291032,0
treatment 1,1292092,0
treatment 1,1292212,0
treatment 1,1292743,0
treatment 1,1293405,0
treatment 1,1294730,1
treatment 1,1294773,0
treatment 1,1295187,0
treatment 1,1296113,0
treatment 1,1296379,0
treatment 1,1297566,0
treatment 1,1297837,0
treatment 1,1298804,0
treatment 1,1300725,1
treatment 1,1301434,0
treatment 1,1303673,0
treatment 1,1305564,0
treatment 1,1305783,0
treatment 1,1305954,1
treatment 1,1306329,0
treatment 1,1306402,0
treatment 1,1306677,0
treatment 1,1308321,0
treatment 1,1308619,1
treatment 1,1309236,0
treatment 1,1310340,0
treatment 1,1311254,0
treatment 1,1314471,0
treatment 1,1314814,0
treatment 1,1315180,0
treatment 1,1317082,0
treatment 1,1321907,0
treatment 1,1321954,0
treatment 1,1322060,0
treatment 1,1322884,0
treatment 1,1326500,0
treatment 1,1326505,0
treatment 1,1326941,0
treatment 1,1327812,1
treatment 1,1329352,0
treatment 1,1329438,1
treatment 1,1330668,0
treatment 1,1331102,0
treatment 1,1332207,0
treatment 1,1332675,1
treatment 1,1333705,0
treatment 1,1334622,1
treatment 1,1334824,0
treatment 1,1335747,0
treatment 1,1336634,0
treatment 1,1337311,0
treatment 1,1337976,0
treatment 1,1338510,0
treatment 1,1341427,0
treatment 1,1343609,0
treatment 1,1344611,0
treatment 1,1344801,1
treatment 1,1346570,0
treatment 1,1348157,0
treatment 1,1350140,0
treatment 1,1350609,0
treatment 1,1352490,0
treatment 1,1353207,0
treatment 1,1353296,0
treatment 1,1353911,1
treatment 1,1354992,0
treatment 1,1356850,0
treatment 1,1357299,0
treatment 1,1358232,0
treatment 1,1360280,0
treatment 1,1361537,0
treatment 1,1362681,0
treatment 1,1363475,0
treatment 1,1365977,0
treatment 1,1366005,0
treatment 1,1366660,0
treatment 1,1367318,1
treatment 1,1367862,0
treatment 1,1368258,0
treatment 1,1369148,1
treatment 1,1369467,0
treatment 1,1370021,1
treatment 1,1370806,0
treatment 1,1371545,0
treatment 1,1372206,0
treatment 1,1372565,0
treatment 1,1375039,0
treatment 1,1375212,0
treatment 1,1376358,0
treatment 1,1376442,0
treatment 1,1376669,0
treatment 1,1380370,0
treatment 1,1381879,0
treatment 1,1382115,0
treatment 1,1383491,0
treatment 1,1383532,1
treatment 1,1383554,1
treatment 1,1384075,0
treatment 1,1384504,0
treatment 1,1384793,0
treatment 1,1385828,0
treatment 1,1386763,0
treatment 1,1386875,0
treatment 1,1386997,0
treatment 1,1387635,0
treatment 1,1388349,0
treatment 1,1388614,1
treatment 1,1390829,0
treatment 1,1390949,0
treatment 1,1391074,0
treatment 1,1391429,0
treatment 1,1391994,1
treatment 1,1393239,0
treatment 1,1393768,0
treatment 1,1395290,0
treatment 1,1396044,0
treatment 1,1397496,0
treatment 1,1397711,0
treatment 1,1398435,0
treatment 1,1400109,1
treatment 1,1400291,0
treatment 1,1400979,0
treatment 1,1402584,0
treatment 1,1403228,0
treatment 1,1405167,0
treatment 1,1406677,0
treatment 1,1406678,0
treatment 1,1407585,0
treatment 1,1409011,0
treatment 1,1409303,0
treatment 1,1410464,0
treatment 1,1412080,0
treatment 1,1413021,0
treatment 1,1413312,0
treatment 1,1416781,1
treatment 1,1416852,0
treatment 1,1417966,0
treatment 1,1419503,0
treatment 1,1420128,0
treatment 1,1422394,0
treatment 1,1422482,1
treatment 1,1422738,0
treatment 1,1426250,0
treatment 1,1426317,0
treatment 1,1426579,0
treatment 1,1427600,0
treatment 1,1427882,0
treatment 1,1429837,0
treatment 1,1433838,0
treatment 1,1434251,0
treatment 1,1435399,0
treatment 1,1436786,0
treatment 1,1437518,0
treatment 1,1438034,1
treatment 1,1438436,0
treatment 1,1438480,0
treatment 1,1438657,1
treatment 1,1438958,0
treatment 1,1439515,0
treatment 1,1440822,0
treatment 1,1441649,0
treatment 1,1441738,1
treatment 1,1442391,0
treatment 1,1442673,0
treatment 1,1443148,0
treatment 1,1444845,0
treatment 1,1445125,0
treatment 1,1445285,0
treatment 1,1445821,0
treatment 1,1446783,1
treatment 1,1447280,0
treatment 1,1449133,0
treatment 1,1449647,0
treatment 1,1450138,0
treatment 1,1450402,0
treatment 1,1450819,0
treatment 1,1451188,0
treatment 1,1452611,0
treatment 1,1452991,0
treatment 1,1453446,0
treatment 1,1456122,0
treatment 1,1457525,1
treatment 1,1458284,0
treatment 1,1459431,0
treatment 1,1462561,0
treatment 1,1462728,0
treatment 1,1463193,0
treatment 1,1463464,1
treatment 1,1464037,1
treatment 1,1465719,0
treatment 1,1466597,0
treatment 1,1467867,0
treatment 1,1468020,0
treatment 1,1468283,1
treatment 1,1468390,0
treatment 1,1468467,0
treatment 1,1469266,0
treatment 1,1472354,0
treatment 1,1472945,0
treatment 1,1473025,0
treatment 1,1473055,0
treatment 1,1474081,1
treatment 1,1474219,0
treatment 1,1476140,0
treatment 1,1476816,1
treatment 1,1477323,0
treatment 1,1477378,0
treatment 1,1479387,0
treatment 1,1479681,0
treatment 1,1482359,1
treatment 1,1483134,1
treatment 1,1483216,0
treatment 1,1483927,0
treatment 1,1484129,0
treatment 1,1486567,0
treatment 1,1487338,0
treatment 1,1488338,0
treatment 1,1488614,0
treatment 1,1489012,0
treatment 1,1489026,0
treatment 1,1490871,0
treatment 1,1491321,0
treatment 1,1492000,0
treatment 1,1492682,0
treatment 1,1493791,0
treatment 1,1494654,1
treatment 1,1496184,0
treatment 1,1496522,0
treatment 1,1497309,0
treatment 1,1497920,0
treatment 1,1497982,0
treatment 1,1498067,0
treatment 1,1498289,0
treatment 1,1498472,1
treatment 1,1499339,0
treatment 1,1499412,0
treatment 1,1499618,0
treatment 1,1501266,0
treatment 1,1501607,0
treatment 1,1501629,0
treatment 1,1502110,0
treatment 1,1502270,0
treatment 1,1502785,0
treatment 1,1503456,0
treatment 1,1506068,1
treatment 1,1507374,0
treatment 1,1508345,0
treatment 1,1509597,0
treatment 1,1510816,0
treatment 1,1512437,0
treatment 1,1512552,0
treatment 1,1514937,0
treatment 1,1515139,0
treatment 1,1516518,0
treatment 1,1516898,0
treatment 1,1518107,0
treatment 1,1519214,1
treatment 1,1519842,0
treatment 1,1522249,1
treatment 1,1524679,0
treatment 1,1525814,0
treatment 1,1525974,0
treatment 1,1526072,0
treatment 1,1526500,0
treatment 1,1527062,0
treatment 1,1527775,0
treatment 1,1528274,0
treatment 1,1528754,1
treatment 1,1528882,0
treatment 1,1529668,0
treatment 1,1529930,0
treatment 1,1530870,0
treatment 1,1530935,0
treatment 1,1530991,0
treatment 1,1531063,0
treatment 1,1532796,0
treatment 1,1534548,0
treatment 1,1534768,0
treatment 1,1535299,0
treatment 1,1537253,1
treatment 1,1540408,0
treatment 1,1541567,0
treatment 1,1543128,0
treatment 1,1543556,0
treatment 1,1543578,0
treatment 1,1543925,0
treatment 1,1545478,0
treatment 1,1546080,0
treatment 1,1546987,0
treatment 1,1547147,0
treatment 1,1548193,0
treatment 1,1548318,0
treatment 1,1549726,0
treatment 1,1550600,0
treatment 1,1551157,1
treatment 1,1552235,1
treatment 1,1552545,0
treatment 1,1554283,0
treatment 1,1554763,1
treatment 1,1554764,0
treatment 1,1556169,0
treatment 1,1556623,0
treatment 1,1557336,0
treatment 1,1557419,1
treatment 1,1557627,0
treatment 1,1558492,0
treatment 1,1558924,0
treatment 1,1559805,0
treatment 1,1560491,0
treatment 1,1560566,0
treatment 1,1560836,0
treatment 1,1561416,0
treatment 1,1562175,0
treatment 1,1562336,0
treatment 1,1562406,0
treatment 1,1564219,0
treatment 1,1566057,1
treatment 1,1566917,0
treatment 1,1567383,0
treatment 1,1569895,0
treatment 1,1570045,0
treatment 1,1571456,1
treatment 1,1574028,0
treatment 1,1574830,0
treatment 1,1574920,0
treatment 1,1575615,0
treatment 1,1575786,0
treatment 1,1576223,0
treatment 1,1577603,0
treatment 1,1577975,1
treatment 1,1579534,1
treatment 1,1582396,0
treatment 1,1584246,0
treatment 1,1584656,0
treatment 1,1584985,0
treatment 1,1585865,0
treatment 1,1587110,1
treatment 1,1587410,0
treatment 1,1587939,0
treatment 1,1591938,1
treatment 1,1592293,0
treatment 1,1592845,0
treatment 1,1594401,0
treatment 1,1595361,0
treatment 1,1596050,0
treatment 1,1596966,0
treatment 1,1597704,0
treatment 1,1597927,0
treatment 1,1598942,0
treatment 1,1599201,0
treatment 1,1600007,0
treatment 1,1600111,0
treatment 1,1600757,0
treatment 1,1600857,0
treatment 1,1601293,0
treatment 1,1601901,0
treatment 1,1604829,0
treatment 1,1606249,0
treatment 1,1606650,0
treatment 1,1606805,0
treatment 1,1607229,0
treatment 1,1607447,1
treatment 1,1608529,0
treatment 1,1611892,0
treatment 1,1612200,0
treatment 1,1613317,0
treatment 1,1614132,0
treatment 1,1614145,0
treatment 1,1614219,0
treatment 1,1614480,1
treatment 1,1614957,0
treatment 1,1616288,0
treatment 1,1619780,0
treatment 1,1620885,0
treatment 1,1620886,0
treatment 1,1620921,0
treatment 1,1622459,0
treatment 1,1622540,0
treatment 1,1623049,0
treatment 1,1623859,0
treatment 1,1624299,0
treatment 1,1625679,1
treatment 1,1625780,0
treatment 1,1625800,0
treatment 1,1626402,0
treatment 1,1626436,0
treatment 1,1626755,0
treatment 1,1628705,0
treatment 1,1629193,0
treatment 1,1629324,0
treatment 1,1630387,0
treatment 1,1631940,0
treatment 1,1632443,0
treatment 1,1632541,0
treatment 1,1632799,1
treatment 1,1633602,0
treatment 1,1633668,1
treatment 1,1634992,0
treatment 1,1638168,0
treatment 1,1642512,0
treatment 1,1643436,0
treatment 1,1644232,0
treatment 1,1644404,0
treatment 1,1644946,0
treatment 1,1645945,0
treatment 1,1646082,0
treatment 1,1646217,1
treatment 1,1646225,0
treatment 1,1647135,0
treatment 1,1649769,1
treatment 1,1650316,0
treatment 1,1650374,0
treatment 1,1651030,1
treatment 1,1651334,0
treatment 1,1653483,0
treatment 1,1653536,0
treatment 1,1654489,0
treatment 1,1654655,0
treatment 1,1654696,0
treatment 1,1656103,0
treatment 1,1656629,0
treatment 1,1657444,0
treatment 1,1657806,0
treatment 1,1659706,0
treatment 1,1660468,0
treatment 1,1660600,1
treatment 1,1660907,0
treatment 1,1660943,0
treatment 1,1661079,0
treatment 1,1661099,0
treatment 1,1662226,0
treatment 1,1662332,0
treatment 1,1662382,0
treatment 1,1662700,0
treatment 1,1663459,0
treatment 1,1663786,0
treatment 1,1665237,0
treatment 1,1665555,0
treatment 1,1665640,0
treatment 1,1667217,0
treatment 1,1667414,0
treatment 1,1667740,0
treatment 1,1667874,0
treatment 1,1668058,0
treatment 1,1668270,0
treatment 1,1672124,0
treatment 1,1672336,0
treatment 1,1674135,0
treatment 1,1675152,0
treatment 1,1675992,0
treatment 1,1676638,0
treatment 1,1676698,0
treatment 1,1678368,0
treatment 1,1679828,0
treatment 1,1679831,1
treatment 1,1680064,0
treatment 1,1681503,0
treatment 1,1682196,0
treatment 1,1682247,0
treatment 1,1683154,0
treatment 1,1683190,0
treatment 1,1684185,0
treatment 1,1684415,0
treatment 1,1684938,1
treatment 1,1685121,0
treatment 1,1685333,1
treatment 1,1685786,1
treatment 1,1686131,0
treatment 1,1687089,0
treatment 1,1689315,0
treatment 1,1689645,0
treatment 1,1690859,0
treatment 1,1691231,1
treatment 1,1691895,1
treatment 1,1692971,1
treatment 1,1694747,0
treatment 1,1696153,0
treatment 1,1696258,0
treatment 1,1698329,1
treatment 1,1698775,0
treatment 1,1700120,0
treatment 1,1700636,0
treatment 1,1701440,1
treatment 1,1702226,0
treatment 1,1702317,0
treatment 1,1702789,1
treatment 1,1702794,0
treatment 1,1703175,0
treatment 1,1705212,0
treatment 1,1705231,0
treatment 1,1705237,0
treatment 1,1706005,0
treatment 1,1706573,0
treatment 1,1706822,0
treatment 1,1708835,0
treatment 1,1709530,0
treatment 1,1709599,0
treatment 1,1710400,0
treatment 1,1711501,1
treatment 1,1712029,0
treatment 1,1712776,0
treatment 1,1712932,0
treatment 1,1713947,1
treatment 1,1714087,0
treatment 1,1714129,0
treatment 1,1714417,0
treatment 1,1716279,0
treatment 1,1716281,0
treatment 1,1717467,0
treatment 1,1718665,0
treatment 1,1720528,1
treatment 1,1721375,1
treatment 1,1722180,0
treatment 1,1722185,1
treatment 1,1722977,0
treatment 1,1723400,0
treatment 1,1723420,0
treatment 1,1723528,0
treatment 1,1723544,1
treatment 1,1724960,0
treatment 1,1725227,0
treatment 1,1725329,0
treatment 1,1725859,0
treatment 1,1726212,0
treatment 1,1727416,0
treatment 1,1727822,0
treatment 1,1729079,0
treatment 1,1729832,0
treatment 1,1730752,0
treatment 1,1730898,0
treatment 1,1731431,0
treatment 1,1732018,1
treatment 1,1732295,0
treatment 1,1732805,0
treatment 1,1732870,0
treatment 1,1733032,0
treatment 1,1733618,0
treatment 1,1734975,0
treatment 1,1735517,0
treatment 1,1735622,0
treatment 1,1735649,0
treatment 1,1740867,1
treatment 1,1743401,0
treatment 1,1744469,0
treatment 1,1744684,0
treatment 1,1744852,0
treatment 1,1745267,0
treatment 1,1746707,0
treatment 1,1747026,0
treatment 1,1747719,0
treatment 1,1748430,0
treatment 1,1749034,0
treatment 1,1749090,0
treatment 1,1749384,0
treatment 1,1749771,0
treatment 1,1750625,0
treatment 1,1750695,0
treatment 1,1752060,0
treatment 1,1752108,0
treatment 1,1753238,0
treatment 1,1754736,0
treatment 1,1754869,0
treatment 1,1755956,0
treatment 1,1756103,1
treatment 1,1756244,0
treatment 1,1756831,0
treatment 1,1756982,0
treatment 1,1757689,0
treatment 1,1757743,0
treatment 1,1757873,0
treatment 1,1758418,1
treatment 1,1759210,0
treatment 1,1760161,0
treatment 1,1760872,0
treatment 1,1760982,0
treatment 1,1762107,1
treatment 1,1763234,0
treatment 1,1763805,0
treatment 1,1764141,0
treatment 1,1764947,0
treatment 1,1765359,0
treatment 1,1765550,0
treatment 1,1766245,0
treatment 1,1766803,0
treatment 1,1768007,0
treatment 1,1769152,0
treatment 1,1769584,0
treatment 1,1770755,0
treatment 1,1771935,0
treatment 1,1772121,0
treatment 1,1772150,0
treatment 1,1772395,0
treatment 1,1774016,0
treatment 1,1775002,0
treatment 1,1775452,0
treatment 1,1775767,0
treatment 1,1776861,1
treatment 1,1778752,0
treatment 1,1779012,0
treatment 1,1779086,0
treatment 1,1780313,0
treatment 1,1781417,0
treatment 1,1781560,0
treatment 1,1782778,0
treatment 1,1783621,0
treatment 1,1785665,0
treatment 1,1786676,0
treatment 1,1787712,0
treatment 1,1788465,0
treatment 1,1788962,0
treatment 1,1789054,0
treatment 1,1789141,0
treatment 1,1789187,0
treatment 1,1789707,0
treatment 1,1789792,0
treatment 1,1790511,0
treatment 1,1792152,0
treatment 1,1792153,0
treatment 1,1792376,0
treatment 1,1792804,0
treatment 1,1792863,0
treatment 1,1794592,0
treatment 1,1795304,0
treatment 1,1795858,0
treatment 1,1795994,0
treatment 1,1798105,0
treatment 1,1798113,0
treatment 1,1798851,0
treatment 1,1799025,0
treatment 1,1799293,0
treatment 1,1800433,0
treatment 1,1800650,0
treatment 1,1800942,0
treatment 1,1800987,0
treatment 1,1801523,0
treatment 1,1801584,0
treatment 1,1801818,0
treatment 1,1801833,0
treatment 1,1802744,0
treatment 1,1803168,0
treatment 1,1803441,0
treatment 1,1803864,0
treatment 1,1803978,0
treatment 1,1806074,0
treatment 1,1806424,0
treatment 1,1806981,0
treatment 1,1807342,1
treatment 1,1807545,0
treatment 1,1807974,0
treatment 1,1808683,0
treatment 1,1809352,0
treatment 1,1810318,0
treatment 1,1810355,0
treatment 1,1811476,0
treatment 1,1811490,0
treatment 1,1811832,0
treatment 1,1812947,0
treatment 1,1816517,0
treatment 1,1819290,0
treatment 1,1820211,1
treatment 1,1820554,1
treatment 1,1820789,0
treatment 1,1820848,0
treatment 1,1825897,0
treatment 1,1826827,0
treatment 1,1828666,0
treatment 1,1829082,0
treatment 1,1829551,0
treatment 1,1830351,0
treatment 1,1832166,0
treatment 1,1833080,0
treatment 1,1833093,1
treatment 1,1835149,0
treatment 1,1836214,0
treatment 1,1838243,0
treatment 1,1840198,0
treatment 1,1840402,0
treatment 1,1840766,0
treatment 1,1841190,1
treatment 1,1841498,0
treatment 1,1842440,0
treatment 1,1842519,0
treatment 1,1842633,0
treatment 1,1843603,0
treatment 1,1844823,0
treatment 1,1844960,0
treatment 1,1845377,0
treatment 1,1846565,0
treatment 1,1847469,0
treatment 1,1847696,0
treatment 1,1848232,0
treatment 1,1848259,0
treatment 1,1848400,0
treatment 1,1849410,0
treatment 1,1850638,0
treatment 1,1851302,0
treatment 1,1851999,1
treatment 1,1852423,0
treatment 1,1853297,1
treatment 1,1854304,0
treatment 1,1854508,1
treatment 1,1855120,0
treatment 1,1855517,1
treatment 1,1856211,0
treatment 1,1857227,0
treatment 1,1860097,0
treatment 1,1861248,0
treatment 1,1861522,0
treatment 1,1862094,0
treatment 1,1862756,0
treatment 1,1863949,0
treatment 1,1864147,0
treatment 1,1864912,0
treatment 1,1866146,0
treatment 1,1866683,0
treatment 1,1867710,1
treatment 1,1868041,0
treatment 1,1870016,0
treatment 1,1871729,0
treatment 1,1872176,0
treatment 1,1872761,0
treatment 1,1873137,0
treatment 1,1873265,0
treatment 1,1873460,0
treatment 1,1873589,1
treatment 1,1875564,0
treatment 1,1877499,0
treatment 1,1877889,0
treatment 1,1878067,0
treatment 1,1878433,0
treatment 1,1878490,0
treatment 1,1880200,0
treatment 1,1881316,0
treatment 1,1882585,0
treatment 1,1883354,1
treatment 1,1885981,0
treatment 1,1886903,0
treatment 1,1887849,0
treatment 1,1887998,1
treatment 1,1888688,0
treatment 1,1888798,0
treatment 1,1889629,0
treatment 1,1889664,1
treatment 1,1890556,0
treatment 1,1890821,0
treatment 1,1891328,1
treatment 1,1891551,0
treatment 1,1892031,1
treatment 1,1893523,0
treatment 1,1894028,0
treatment 1,1897027,0
treatment 1,1897846,0
treatment 1,1898654,0
treatment 1,1898776,1
treatment 1,1900457,1
treatment 1,1901067,0
treatment 1,1901252,0
treatment 1,1901509,0
treatment 1,1902460,0
treatment 1,1903541,0
treatment 1,1903952,0
treatment 1,1904198,0
treatment 1,1904228,0
treatment 1,1904561,0
treatment 1,1904916,0
treatment 1,1905302,0
treatment 1,1906695,0
treatment 1,1908486,0
treatment 1,1909622,0
treatment 1,1910931,0
treatment 1,1913816,0
treatment 1,1916686,0
treatment 1,1916715,0
treatment 1,1917271,0
treatment 1,1918014,0
treatment 1,1918761,0
treatment 1,1918763,1
treatment 1,1919635,0
treatment 1,1920652,0
treatment 1,1920793,0
treatment 1,1921117,0
treatment 1,1921596,0
treatment 1,1921982,0
treatment 1,1922438,0
treatment 1,1926035,0
treatment 1,1927464,0
treatment 1,1931651,0
treatment 1,1932255,0
treatment 1,1932990,0
treatment 1,1934162,0
treatment 1,1934620,0
treatment 1,1935888,1
treatment 1,1937362,0
treatment 1,1937978,0
treatment 1,1938537,0
treatment 1,1939116,0
treatment 1,1940471,1
treatment 1,1940914,0
treatment 1,1941774,0
treatment 1,1942520,0
treatment 1,1944448,0
treatment 1,1946341,0
treatment 1,1946601,0
treatment 1,1946993,0
treatment 1,1949504,0
treatment 1,1950713,0
treatment 1,1952080,0
treatment 1,1952636,0
treatment 1,1953880,0
treatment 1,1954541,0
treatment 1,1954545,0
treatment 1,1955077,1
treatment 1,1955343,0
treatment 1,1957663,1
treatment 1,1958081,0
treatment 1,1958532,0
treatment 1,1959251,0
treatment 1,1959424,0
treatment 1,1959894,0
treatment 1,1959992,0
treatment 1,1960697,0
treatment 1,1961048,0
treatment 1,1961077,0
treatment 1,1961163,0
treatment 1,1961608,0
treatment 1,1961645,0
treatment 1,1962603,1
treatment 1,1962685,0
treatment 1,1963137,0
treatment 1,1964537,0
treatment 1,1965618,0
treatment 1,1966133,0
treatment 1,1966185,0
treatment 1,1966337,0
treatment 1,1967717,0
treatment 1,1968395,0
treatment 1,1970392,1
treatment 1,1970637,0
treatment 1,1970715,0
treatment 1,1971974,1
treatment 1,1975431,0
treatment 1,1976489,0
treatment 1,1977255,0
treatment 1,1978213,0
treatment 1,1978325,0
treatment 1,1979785,1
treatment 1,1982562,0
treatment 1,1984083,0
treatment 1,1985296,0
treatment 1,1985383,0
treatment 1,1985460,0
treatment 1,1985555,0
treatment 1,1986632,0
treatment 1,1987223,0
treatment 1,1988106,0
treatment 1,1989303,0
treatment 1,1989862,0
treatment 1,1991154,0
treatment 1,1993286,0
treatment 1,1994168,0
treatment 1,1995471,0
treatment 1,1995714,0
treatment 1,1996370,0
treatment 1,1996412,0
treatment 1,1996635,0
treatment 1,1997881,0
treatment 1,1998880,0
treatment 1,1999233,0
treatment 1,1999321,0
treatment 1,2170539,1
treatment 2,1000802,0
treatment 2,1003140,0
treatment 2,1004395,0
treatment 2,1004498,0
treatment 2,1004544,0
treatment 2,1004714,0
treatment 2,1004980,0
treatment 2,1005349,0
treatment 2,1005586,0
treatment 2,1007004,1
treatment 2,1007128,1
treatment 2,1008100,0
treatment 2,1008654,0
treatment 2,1009120,0
treatment 2,1009732,0
treatment 2,1010717,0
treatment 2,1011314,1
treatment 2,1011481,0
treatment 2,1012280,0
treatment 2,1012627,0
treatment 2,1012774,0
treatment 2,1013169,0
treatment 2,1015125,0
treatment 2,1016279,0
treatment 2,1016490,0
treatment 2,1017233,0
treatment 2,1018000,0
treatment 2,1019673,0
treatment 2,1021593,0
treatment 2,1022084,0
treatment 2,1022772,0
treatment 2,1022845,0
treatment 2,1024246,0
treatment 2,1024511,1
treatment 2,1024887,0
treatment 2,1025815,0
treatment 2,1026064,0
treatment 2,1026704,0
treatment 2,1027192,0
treatment 2,1028148,0
treatment 2,1030429,0
treatment 2,1031671,0
treatment 2,1031964,0
treatment 2,1031984,0
treatment 2,1032092,0
treatment 2,1032297,0
treatment 2,1033357,0
treatment 2,1034017,0
treatment 2,1035102,1
treatment 2,1036082,0
treatment 2,1036281,0
treatment 2,1036303,0
treatment 2,1036672,0
treatment 2,1036939,0
treatment 2,1037211,0
treatment 2,1037624,1
treatment 2,1038105,0
treatment 2,1038521,0
treatment 2,1038857,1
treatment 2,1039279,1
treatment 2,1040183,1
treatment 2,1040392,0
treatment 2,1040490,0
treatment 2,1041111,0
treatment 2,1041295,0
treatment 2,1042328,0
treatment 2,1042439,0
treatment 2,1043030,0
treatment 2,1046326,1
treatment 2,1046436,0
treatment 2,1047364,0
treatment 2,1047439,1
treatment 2,1047631,0
treatment 2,1048257,0
treatment 2,1048954,0
treatment 2,1049358,0
treatment 2,1050210,0
treatment 2,1050531,1
treatment 2,1051039,0
treatment 2,1051379,0
treatment 2,1053210,0
treatment 2,1053895,0
treatment 2,1054152,1
treatment 2,1055347,1
treatment 2,1056216,0
treatment 2,1056426,0
treatment 2,1056707,0
treatment 2,1056767,0
treatment 2,1057877,0
treatment 2,1058522,0
treatment 2,1058628,0
treatment 2,1059496,0
treatment 2,1059647,0
treatment 2,1059946,0
treatment 2,1060832,0
treatment 2,1061274,0
treatment 2,1062343,1
treatment 2,1063657,0
treatment 2,1066643,0
treatment 2,1067223,0
treatment 2,1067956,1
treatment 2,1069458,0
treatment 2,1069801,0
treatment 2,1070178,0
treatment 2,1071000,0
treatment 2,1071056,0
treatment 2,1071749,0
treatment 2,1073100,0
treatment 2,1073799,0
treatment 2,1073800,0
treatment 2,1074693,0
treatment 2,1076494,1
treatment 2,1076499,1
treatment 2,1077404,0
treatment 2,1079224,0
treatment 2,1079343,0
treatment 2,1080274,0
treatment 2,1081088,0
treatment 2,1081616,1
treatment 2,1082015,0
treatment 2,1082035,0
treatment 2,1082080,0
treatment 2,1082754,0
treatment 2,1083073,1
treatment 2,1084248,0
treatment 2,1084520,0
treatment 2,1084766,0
treatment 2,1085829,0
treatment 2,1086499,0
treatment 2,1088582,0
treatment 2,1088634,0
treatment 2,1089614,0
treatment 2,1090208,0
treatment 2,1090847,1
treatment 2,1091709,0
treatment 2,1092105,1
treatment 2,1092504,0
treatment 2,1094548,1
treatment 2,1095034,0
treatment 2,1095099,1
treatment 2,1096487,0
treatment 2,1097325,1
treatment 2,1097932,0
treatment 2,1098477,0
treatment 2,1101295,0
treatment 2,1101629,0
treatment 2,1102009,0
treatment 2,1102438,0
treatment 2,1102935,0
treatment 2,1105350,0
treatment 2,1105586,0
treatment 2,1105960,0
treatment 2,1106640,0
treatment 2,1106935,0
treatment 2,1107221,0
treatment 2,1107315,1
treatment 2,1107953,0
treatment 2,1110892,0
treatment 2,1111734,0
treatment 2,1112109,0
treatment 2,1113985,0
treatment 2,1115905,0
treatment 2,1116326,0
treatment 2,1117421,0
treatment 2,1117819,1
treatment 2,1118174,0
treatment 2,1118402,0
treatment 2,1118960,0
treatment 2,1119035,0
treatment 2,1119316,0
treatment 2,1119976,0
treatment 2,1120709,0
treatment 2,1121378,0
treatment 2,1121380,0
treatment 2,1121745,0
treatment 2,1122433,0
treatment 2,1123136,0
treatment 2,1123250,1
treatment 2,1123567,0
treatment 2,1123667,0
treatment 2,1123727,0
treatment 2,1125035,0
treatment 2,1125841,0
treatment 2,1126504,0
treatment 2,1126797,0
treatment 2,1126834,0
treatment 2,1126958,0
treatment 2,1128757,0
treatment 2,1129363,0
treatment 2,1131076,0
treatment 2,1131212,0
treatment 2,1131445,0
treatment 2,1131500,1
treatment 2,1132200,0
treatment 2,1133083,0
treatment 2,1133420,0
treatment 2,1133576,0
treatment 2,1134962,0
treatment 2,1135021,0
treatment 2,1137554,1
treatment 2,1137703,0
treatment 2,1138074,1
treatment 2,1138164,0
treatment 2,1138359,1
treatment 2,1138652,0
treatment 2,1138817,0
treatment 2,1139904,0
treatment 2,1141527,0
treatment 2,1142216,0
treatment 2,1143177,1
treatment 2,1143490,0
treatment 2,1143666,0
treatment 2,1144521,0
treatment 2,1144729,0
treatment 2,1145671,0
treatment 2,1146042,0
treatment 2,1146365,1
treatment 2,1146404,0
treatment 2,1146508,0
treatment 2,1146746,1
treatment 2,1146881,0
treatment 2,1148189,1
treatment 2,1150307,0
treatment 2,1151455,1
treatment 2,1152224,1
treatment 2,1152522,0
treatment 2,1152653,0
treatment 2,1153326,0
treatment 2,1160657,0
treatment 2,1162324,0
treatment 2,1162729,0
treatment 2,1162766,0
treatment 2,1162971,0
treatment 2,1163120,0
treatment 2,1163404,0
treatment 2,1163489,0
treatment 2,1163777,0
treatment 2,1164262,0
treatment 2,1164757,0
treatment 2,1164912,0
treatment 2,1165000,0
treatment 2,1166081,0
treatment 2,1166930,0
treatment 2,1170095,0
treatment 2,1170366,0
